LINE,FID,Easting,Northing,Elevation,DEM,Latitude,Longitude,SFz[0],SFz[1],SFz[2],SFz[3],SFz[4],SFz[5],SFz[6],SFz[7],SFz[8],SFz[9],SFz[10],SFz[11],SFz[12],SFz[13],SFz[14],SFz[15],SFz[16],SFz[17],SFz[18],SFz[19]
1000,1069,500000,4903450,1448.27,35.81,44.2276,-119.4,4.729487e-11,3.232035e-11,2.162760e-11,1.352003e-11,8.255759e-12,6.447770e-12,4.245155e-12,2.234187e-12,-2.773561e-13,3.115602e-13,-4.260991e-13,1.043420e-12,1.257082e-12,1.089653e-12,-7.399683e-13,-2.733237e-12,-1.764677e-12,1.422411e-12,-4.010268e-13,-7.506531e-13
1000,1070,500000,4903500,1453.29,36.27,44.228,-119.4,4.840870e-11,3.202115e-11,2.189594e-11,1.274559e-11,1.080358e-11,4.888944e-12,5.412507e-12,1.981329e-12,2.097126e-12,5.712964e-13,2.900377e-13,-4.324521e-13,1.928014e-13,3.524941e-13,-7.689570e-13,-1.190848e-13,-6.079076e-13,2.300449e-12,-8.950464e-14,1.545302e-12
1000,1071,500000,4903550,1449.61,35.26,44.2284,-119.4,4.739032e-11,3.306168e-11,2.065742e-11,1.629886e-11,8.913697e-12,6.555727e-12,5.775897e-12,1.709681e-12,6.951594e-13,7.784419e-13,1.308350e-12,-4.055934e-13,-5.547354e-13,1.095424e-12,3.941283e-13,-2.038830e-12,-1.223125e-12,1.501995e-12,4.021777e-13,-7.621295e-13
1000,1072,500000,4903600,1449.66,35.01,44.2288,-119.4,5.169250e-11,3.339250e-11,2.297008e-11,1.618075e-11,1.014039e-11,4.771619e-12,2.336991e-12,1.918725e-12,7.069667e-13,-5.122130e-13,-1.138165e-13,-3.097876e-13,-5.946151e-13,-2.800848e-13,1.194157e-12,2.051807e-13,2.473938e-12,1.712413e-13,-2.898287e-13,4.201799e-15
1000,1073,500000,4903650,1450.51,35.44,44.2292,-119.4,5.270033e-11,3.399538e-11,2.425122e-11,1.394168e-11,9.615314e-12,4.920646e-12,5.300908e-12,7.804548e-13,2.445433e-12,-7.318216e-14,2.326576e-12,7.613181e-13,-9.380648e-13,-4.877063e-13,7.963970e-13,1.058507e-12,-6.856186e-14,4.541820e-14,7.585803e-13,1.318662e-13
1000,1074,500000,4903700,1447.41,34.19,44.2296,-119.4,5.243774e-11,3.565176e-11,2.426759e-11,1.460774e-11,8.857060e-12,4.680511e-12,4.597193e-12,3.047235e-12,1.639305e-12,2.569968e-12,1.423339e-13,3.198660e-12,-1.463534e-13,2.916872e-13,-3.824884e-13,3.784045e-13,8.378038e-13,-1.131617e-13,1.776951e-12,2.392198e-13
1000,1075,500000,4903750,1450.54,34.09,44.23,-119.4,5.319708e-11,3.504039e-11,2.350662e-11,1.280568e-11,1.093008e-11,5.818667e-12,3.882126e-12,2.331161e-12,1.420531e-13,-8.663148e-13,-3.780683e-13,7.343591e-13,7.681271e-13,-1.331654e-12,-9.663138e-13,-7.173659e-13,-3.551731e-13,-1.361332e-12,-1.421808e-12,-8.217641e-13
1000,1076,500000,4903800,1450.17,33.82,44.2304,-119.4,5.291172e-11,3.703265e-11,2.109420e-11,1.612352e-11,1.189210e-11,6.642564e-12,4.785152e-12,2.154605e-12,-5.378967e-13,-1.200460e-12,5.885081e-13,-4.273277e-13,-8.337344e-13,-2.643332e-14,6.312523e-13,-1.446869e-12,-4.466808e-13,1.510615e-12,-1.075047e-12,8.698289e-13
1000,1077,500000,4903850,1449.03,35.55,44.2308,-119.4,5.028266e-11,3.618674e-11,2.211474e-11,1.364830e-11,9.502249e-12,4.332867e-12,3.699661e-12,3.589722e-12,6.419983e-13,1.016012e-12,-2.432268e-12,1.191197e-13,-2.319560e-13,-7.825936e-13,1.097077e-12,-3.202972e-13,-1.753856e-13,-3.764281e-13,-1.916583e-12,-1.131916e-12
1000,1078,500000,4903900,1451.92,32.89,44.2312,-119.4,5.194774e-11,3.607131e-11,2.563769e-11,1.770859e-11,1.030218e-11,6.993662e-12,6.468606e-12,2.596375e-12,1.581617e-12,1.351718e-12,-6.817869e-13,-2.818222e-13,-4.266348e-13,6.840219e-13,-1.591487e-13,1.443270e-13,1.089616e-12,8.639124e-13,-1.614812e-13,-6.699253e-13
1000,1079,500000,4903950,1452.27,35.77,44.2316,-119.4,4.613644e-11,3.395932e-11,2.401769e-11,1.551496e-11,7.821571e-12,5.357205e-12,3.645387e-12,2.137547e-12,1.629910e-12,-3.086606e-13,3.898704e-13,5.845832e-13,9.001074e-13,-7.704845e-13,-3.300420e-13,-2.697919e-12,-6.192959e-13,-5.236613e-13,-1.019357e-12,1.656784e-13
2000,1080,500200,4900000,1449.89,32.74,44.2,-119.398,5.620070e-11,3.487591e-11,2.423316e-11,1.519410e-11,9.541291e-12,5.258729e-12,1.948096e-12,1.520465e-12,6.325956e-14,-1.127073e-12,-4.787105e-13,-8.825892e-13,6.639031e-13,6.365711e-13,-8.883295e-13,-2.542713e-13,-1.856106e-12,-4.935981e-13,3.992203e-13,8.250085e-13
2000,1081,500200,4900050,1448.57,36.05,44.2004,-119.398,4.898955e-11,3.236344e-11,2.291070e-11,1.554979e-11,1.100541e-11,6.303235e-12,1.493980e-12,3.234972e-12,7.734232e-13,7.123210e-13,-9.659241e-13,6.906688e-13,-5.723211e-13,1.367915e-13,-2.689646e-13,1.931175e-12,1.984441e-12,4.725283e-14,6.422039e-14,-3.733754e-13
2000,1082,500200,4900100,1452.21,34.67,44.2008,-119.398,5.130891e-11,3.367343e-11,2.387022e-11,1.564868e-11,7.238261e-12,5.450946e-12,4.669811e-12,2.573108e-12,-1.352246e-13,1.213615e-12,-1.808001e-12,-6.201463e-14,1.216751e-12,5.505251e-14,-4.837404e-13,8.950629e-13,9.768542e-13,1.310753e-12,8.745817e-13,1.081449e-12
2000,1083,500200,4900150,1451.47,35.27,44.2012,-119.398,5.030190e-11,3.270146e-11,2.218182e-11,1.273569e-11,8.420525e-12,6.700456e-12,3.853330e-12,1.659953e-12,1.598420e-12,5.754744e-13,3.361635e-13,8.246723e-13,-6.488480e-13,7.748959e-14,-2.968625e-13,-1.579858e-12,-9.182600e-13,1.568987e-12,3.849576e-13,-1.323518e-12
2000,1084,500200,4900200,1446.92,34.89,44.2016,-119.398,5.187358e-11,3.298472e-11,2.463160e-11,1.311855e-11,1.024506e-11,5.140250e-12,3.252162e-12,2.365414e-12,1.732725e-12,-2.238362e-13,1.046196e-12,2.804131e-13,-1.177165e-12,-1.336426e-13,1.396298e-12,1.682444e-12,7.196414e-13,-1.189576e-12,4.908372e-13,8.509318e-13
2000,1085,500200,4900250,1451.45,35.78,44.202,-119.398,5.117123e-11,3.388536e-11,2.143768e-11,1.606949e-11,8.707522e-12,5.002167e-12,1.611045e-12,3.273788e-12,2.102892e-12,3.068795e-12,-1.064017e-12,1.622298e-12,1.497665e-13,8.439332e-13,-1.633151e-12,1.474067e-12,7.886466e-13,-3.817948e-14,6.453476e-13,-7.654229e-13
2000,1086,500200,4900300,1448.84,34.54,44.2024,-119.398,4.791094e-11,3.435699e-11,2.348455e-11,1.581563e-11,9.587848e-12,4.261081e-12,1.863829e-12,3.611593e-12,1.006472e-12,-8.297522e-15,5.300546e-14,-1.301573e-12,1.502621e-12,-3.581900e-13,1.383122e-12,5.773814e-14,1.431770e-12,2.574661e-13,8.534640e-13,7.191625e-13
2000,1087,500200,4900350,1451.25,35.35,44.2028,-119.398,4.822892e-11,3.654338e-11,2.119024e-11,1.462797e-11,8.494156e-12,6.213244e-12,3.445289e-12,1.537179e-12,6.245656e-14,8.541899e-13,-8.867780e-13,5.869478e-13,2.701467e-12,1.386053e-12,7.336865e-13,-7.955491e-14,-1.936530e-12,-1.321586e-12,1.283019e-12,-7.896823e-13
2000,1088,500200,4900400,1448.6,34.83,44.2032,-119.398,4.927243e-11,3.347095e-11,2.277418e-11,1.500163e-11,9.935117e-12,6.405957e-12,3.325369e-12,3.350894e-12,1.345950e-12,1.261528e-12,6.076517e-13,4.110195e-13,-6.553367e-13,7.378816e-13,2.860373e-12,-3.688129e-13,7.313154e-14,-4.454800e-13,-4.877787e-13,1.544520e-12
2000,1089,500200,4900450,1448.65,34.53,44.2036,-119.398,4.804338e-11,3.471896e-11,2.205641e-11,1.566111e-11,9.966037e-12,6.759739e-12,4.141693e-12,2.483888e-12,2.029627e-12,1.394132e-12,-1.146105e-13,-1.181356e-12,4.993537e-13,5.827636e-13,1.105531e-12,-9.304369e-13,-9.042542e-13,4.606168e-13,-7.092827e-14,-1.885696e-12
2000,1090,500200,4900500,1450.75,33.15,44.204,-119.398,5.154189e-11,3.791686e-11,2.600564e-11,1.204943e-11,8.562370e-12,5.939928e-12,3.533356e-12,2.388441e-12,1.392669e-12,3.507399e-13,-1.998088e-13,-7.483809e-14,1.225174e-12,-6.961169e-13,-4.832459e-14,1.891522e-13,1.562605e-12,-2.995620e-13,9.590410e-13,1.232048e-12
2000,1091,500200,4900550,1449.87,34.79,44.2044,-119.398,5.001194e-11,3.185963e-11,2.325180e-11,1.753970e-11,1.013597e-11,4.625768e-12,3.866483e-12,1.362831e-12,-2.362934e-13,2.553470e-13,4.325208e-13,-1.705364e-12,-1.068488e-12,4.600009e-14,-3.931727e-13,4.007486e-13,-1.212571e-12,7.148562e-13,-1.183521e-12,1.642808e-12
2000,1092,500200,4900600,1446.57,33.91,44.2048,-119.398,5.157624e-11,3.669186e-11,2.322299e-11,1.450389e-11,8.142674e-12,4.114608e-12,1.022647e-12,8.682923e-13,1.717000e-12,-9.684740e-13,-1.050242e-12,1.958757e-12,-5.599519e-13,3.573178e-13,6.572902e-13,6.687634e-13,-1.520099e-12,-2.302860e-13,-1.617996e-12,2.446388e-12
2000,1093,500200,4900650,1446.81,33.95,44.2052,-119.398,4.869037e-11,3.290363e-11,2.309415e-11,1.678698e-11,9.554648e-12,6.568702e-12,3.575952e-12,2.189105e-12,2.320899e-12,1.079600e-12,3.990260e-13,1.648591e-12,1.955676e-13,-2.687448e-13,-8.231350e-13,7.091278e-13,1.239244e-12,-4.982168e-14,1.308157e-12,-1.969948e-12
2000,1094,500200,4900700,1449.89,34.96,44.2056,-119.398,4.744496e-11,3.693588e-11,2.284220e-11,1.615908e-11,8.510811e-12,5.568671e-12,3.600642e-12,1.777725e-12,1.844593e-12,1.376985e-12,6.667511e-13,-8.379684e-14,-2.770848e-13,-1.332460e-12,-7.908924e-13,-6.161875e-13,-1.121850e-12,4.406448e-13,1.196859e-12,-9.079949e-13
2000,1095,500200,4900750,1450.57,33.97,44.206,-119.398,5.195347e-11,3.623449e-11,2.379869e-11,1.452820e-11,1.112868e-11,6.620685e-12,3.020782e-12,1.925240e-12,1.335892e-12,1.000545e-12,-1.025163e-12,-1.365156e-12,-8.043600e-13,-9.291334e-13,-6.287787e-13,6.407778e-13,-1.667914e-13,1.971665e-13,-1.224065e-12,-4.615719e-13
2000,1096,500200,4900800,1451.17,35.59,44.2064,-119.398,4.865371e-11,3.423615e-11,2.466565e-11,1.516203e-11,9.475005e-12,5.431690e-12,3.593000e-12,3.015083e-12,4.620548e-13,-4.083491e-14,4.972243e-13,5.791655e-13,-7.455193e-13,-3.967918e-14,-7.897842e-14,-2.209317e-12,-2.173523e-13,-1.565770e-13,-1.600547e-13,1.415983e-12
2000,1097,500200,4900850,1447.57,34.18,44.2068,-119.398,4.792853e-11,3.535572e-11,2.325822e-11,1.443592e-11,1.017748e-11,5.995423e-12,2.629232e-12,3.818980e-12,8.129066e-13,1.396422e-12,-2.098379e-12,1.433899e-12,1.547246e-12,6.655226e-14,5.749867e-13,5.645053e-13,-6.406422e-13,5.478413e-13,-8.083905e-13,-6.086908e-13
2000,1098,500200,4900900,1452.25,35.97,44.2072,-119.398,4.649100e-11,3.289631e-11,2.153885e-11,1.810618e-11,9.025820e-12,5.204218e-12,4.816216e-12,1.057257e-13,1.239028e-12,2.601062e-12,2.060216e-13,-1.573876e-12,-3.146921e-13,1.489327e-12,3.913060e-13,-8.329238e-13,-6.831307e-13,-5.589714e-13,3.614429e-13,1.338266e-12
2000,1099,500200,4900950,1452.1,35.46,44.2076,-119.398,4.854168e-11,3.252403e-11,2.132190e-11,1.625729e-11,9.000608e-12,6.002604e-12,3.628543e-12,1.534704e-12,3.854900e-13,2.745618e-12,1.338973e-12,9.896563e-13,6.554821e-13,-9.684117e-13,1.292151e-12,-8.372695e-13,2.854977e-13,-1.638639e-12,-2.040638e-12,3.183592e-13
2000,1100,500200,4901000,1448.38,33.01,44.208,-119.398,5.758504e-11,3.736588e-11,2.408411e-11,1.556301e-11,9.904643e-12,7.886362e-12,2.900274e-12,2.901201e-12,2.306160e-12,1.337301e-12,-6.245076e-13,1.574233e-12,1.309052e-12,6.371705e-13,2.201475e-13,2.321959e-13,-7.642353e-14,6.415240e-13,3.138298e-14,-8.484539e-13
2000,1101,500200,4901050,1447.9,34.25,44.2084,-119.398,5.107814e-11,3.453765e-11,2.244595e-11,1.544954e-11,1.028627e-11,5.743432e-12,2.100864e-12,8.821091e-13,1.540754e-12,2.430938e-12,7.142337e-13,-2.160377e-13,8.415736e-13,-2.023892e-13,-3.624181e-13,-9.525463e-13,1.410660e-12,-2.538437e-12,7.980919e-13,-4.636733e-13
2000,1102,500200,4901100,1449.18,36.69,44.2088,-119.398,4.670764e-11,3.410959e-11,2.199652e-11,1.192879e-11,9.108749e-12,5.247607e-12,3.250104e-12,2.257510e-12,1.077645e-12,5.644618e-13,9.332770e-13,-3.817459e-13,-8.651887e-13,3.059102e-12,-7.010182e-13,1.062698e-13,-1.493531e-12,1.171964e-13,-9.329906e-13,-4.424034e-13
2000,1103,500200,4901150,1452.09,35.47,44.2092,-119.398,5.055487e-11,3.251456e-11,2.341458e-11,1.282032e-11,9.596892e-12,4.273560e-12,2.373784e-12,1.161568e-12,1.965231e-12,2.433615e-13,-1.221781e-13,2.118177e-12,4.266482e-13,3.759011e-13,-3.546314e-13,-5.905038e-13,-2.184259e-12,9.694918e-13,4.485388e-13,-1.791011e-13
2000,1104,500200,4901200,1449.73,35.74,44.2096,-119.398,4.689094e-11,3.428962e-11,2.043863e-11,1.426982e-11,8.135020e-12,5.434221e-12,3.249103e-12,1.486140e-12,8.428229e-14,-6.772974e-13,2.954383e-13,-2.995168e-13,-6.055434e-13,1.582023e-12,-6.690364e-14,1.275926e-12,-5.310879e-13,2.455328e-13,-5.525216e-14,-1.697549e-12
2000,1105,500200,4901250,1452.86,34.86,44.21,-119.398,5.191653e-11,3.396465e-11,2.450309e-11,1.513422e-11,9.106088e-12,6.488655e-12,2.008388e-12,1.093533e-12,1.494544e-12,-1.526478e-12,2.756382e-13,-8.584161e-13,1.781765e-13,-1.041158e-12,4.394654e-13,2.504436e-14,1.402541e-12,7.445462e-15,-7.684075e-13,-2.468196e-13
2000,1106,500200,4901300,1447.31,35.41,44.2104,-119.398,4.966149e-11,3.690797e-11,2.227405e-11,1.388302e-11,9.708043e-12,6.000655e-12,3.601431e-12,1.919684e-12,1.584719e-12,8.331459e-13,3.943531e-13,-4.735379e-13,1.772796e-12,-1.015037e-12,4.438481e-13,-3.144304e-13,1.761751e-12,-9.027558e-13,-7.350152e-13,-9.697466e-13
2000,1107,500200,4901350,1450.65,33.63,44.2108,-119.398,5.247096e-11,3.318057e-11,2.331603e-11,1.310618e-11,7.927430e-12,6.234736e-12,3.153519e-12,2.126668e-12,2.151502e-12,-5.333314e-13,1.008706e-13,3.502308e-13,-6.265797e-13,1.468130e-12,9.236798e-13,2.960934e-13,1.796511e-12,-1.498166e-12,-7.489306e-15,3.664088e-13
2000,1108,500200,4901400,1448.17,35.3,44.2112,-119.398,4.876692e-11,3.342691e-11,2.384690e-11,1.393118e-11,8.934704e-12,5.194850e-12,3.909689e-12,2.086251e-12,-2.045118e-12,8.174783e-13,9.693363e-13,6.067877e-13,-2.112739e-14,1.677171e-12,3.261782e-13,4.436956e-13,1.046794e-12,3.633728e-13,-8.977797e-13,-2.438267e-12
2000,1109,500200,4901450,1449.05,35.76,44.2116,-119.398,4.906327e-11,3.435958e-11,2.226488e-11,1.551016e-11,8.847174e-12,5.809759e-12,2.322948e-12,3.341371e-12,-8.406717e-14,1.726500e-13,4.306020e-13,2.163044e-12,-3.432151e-13,-6.306701e-13,-5.353848e-13,1.665001e-12,-2.810188e-12,-1.001988e-12,2.731532e-12,5.909556e-13
2000,1110,500200,4901500,1447.79,34.96,44.212,-119.398,5.108367e-11,3.511673e-11,2.386037e-11,1.397257e-11,8.964695e-12,4.976982e-12,3.464174e-12,1.675930e-12,1.175827e-13,1.580020e-12,7.445721e-13,-2.886993e-13,2.254541e-13,-4.932805e-14,-8.538841e-13,7.627337e-14,-6.188558e-13,-9.442032e-13,-1.622521e-12,-3.585389e-13
2000,1111,500200,4901550,1451.13,34.31,44.2124,-119.398,1.336500e-10,1.166052e-10,1.057147e-10,9.186356e-11,8.302762e-11,6.420462e-11,5.120534e-11,4.265064e-11,3.342761e-11,2.295577e-11,1.592454e-11,1.053092e-11,6.146222e-12,2.566103e-12,2.146796e-12,3.986778e-13,9.284231e-13,-4.536270e-13,-1.803850e-12,2.702883e-13
2000,1112,500200,4901600,1451.45,35.58,44.2128,-119.398,1.180958e-10,1.050141e-10,9.474280e-11,8.696225e-11,7.521467e-11,6.146485e-11,5.547517e-11,3.756839e-11,3.024390e-11,2.374709e-11,1.495458e-11,1.026708e-11,6.078300e-12,2.501060e-12,7.179918e-13,2.748740e-13,2.272809e-14,-4.298839e-14,-1.790945e-13,2.544706e-13
2000,1113,500200,4901650,1451.51,33.77,44.2132,-119.398,1.225509e-10,1.126168e-10,1.084335e-10,9.139693e-11,8.151066e-11,6.554360e-11,5.810092e-11,4.366618e-11,3.250832e-11,2.327934e-11,1.559391e-11,9.775305e-12,5.107720e-12,4.073560e-12,2.667289e-13,7.391769e-13,2.026074e-13,-1.520065e-12,-1.310365e-12,1.394389e-14
2000,1114,500200,4901700,1453.96,35.58,44.2136,-119.398,1.109498e-10,9.680343e-11,9.887024e-11,8.557999e-11,7.714143e-11,5.879647e-11,5.394080e-11,4.178293e-11,3.134011e-11,2.097186e-11,1.487672e-11,8.950794e-12,6.687517e-12,2.025351e-12,1.820559e-12,-2.686229e-13,-3.173350e-13,-2.104317e-13,1.292533e-12,-1.887901e-12
2000,1115,500200,4901750,1447.37,33.05,44.214,-119.398,1.304939e-10,1.166407e-10,1.036360e-10,9.556398e-11,7.672457e-11,6.709140e-11,5.849111e-11,4.524914e-11,3.261201e-11,2.437228e-11,1.637839e-11,1.024644e-11,4.632517e-12,2.810973e-12,2.495207e-13,8.505975e-14,2.281390e-12,1.321634e-13,-1.178647e-12,1.822996e-13
2000,1116,500200,4901800,1447.3,33.8,44.2144,-119.398,1.232309e-10,1.155097e-10,1.090715e-10,9.622105e-11,8.220223e-11,6.511633e-11,5.239135e-11,4.417789e-11,3.259099e-11,2.395366e-11,1.846334e-11,1.104305e-11,6.248799e-12,1.784724e-12,5.882347e-13,3.259601e-13,-6.432891e-13,5.351198e-13,3.655438e-13,-1.086387e-12
2000,1117,500200,4901850,1452.39,35.1,44.2148,-119.398,1.139416e-10,1.080092e-10,1.006254e-10,8.947689e-11,7.568156e-11,6.522209e-11,5.258532e-11,3.926168e-11,3.021372e-11,2.566391e-11,1.749851e-11,1.003537e-11,5.488019e-12,3.485532e-12,2.237750e-12,-4.406949e-13,5.755055e-14,-1.785480e-12,1.131864e-12,2.066944e-12
2000,1118,500200,4901900,1450.16,32.87,44.2152,-119.398,1.377509e-10,1.185540e-10,1.086277e-10,9.942267e-11,8.290991e-11,7.134399e-11,5.487694e-11,4.586268e-11,3.422638e-11,2.412713e-11,1.590641e-11,1.106426e-11,3.944119e-12,2.486205e-12,5.914777e-13,-3.001580e-13,5.580613e-13,1.113295e-12,-3.342397e-13,7.826923e-13
2000,1119,500200,4901950,1450.1,34.11,44.2156,-119.398,1.243834e-10,1.154768e-10,1.013950e-10,9.218369e-11,7.968332e-11,6.111472e-11,5.187482e-11,4.363812e-11,3.286592e-11,2.207130e-11,1.754213e-11,1.027731e-11,6.415502e-12,2.685472e-12,2.127469e-12,-1.071391e-12,8.389805e-13,-7.355468e-13,-1.642805e-12,-1.122121e-12
2000,1120,500200,4902000,1450.01,34.18,44.216,-119.398,1.259341e-10,1.083988e-10,9.656925e-11,9.574494e-11,7.922209e-11,6.544080e-11,5.380412e-11,4.563227e-11,3.266350e-11,2.372331e-11,1.839773e-11,9.314572e-12,6.624004e-12,2.640126e-12,1.506708e-12,4.696832e-13,9.775731e-13,-6.493515e-13,-9.754189e-13,-6.365620e-13
2000,1121,500200,4902050,1450.2,34.78,44.2164,-119.398,1.243622e-10,1.150311e-10,9.846943e-11,8.675214e-11,7.351916e-11,6.953573e-11,5.348697e-11,4.250442e-11,3.077533e-11,2.401424e-11,1.757487e-11,1.017255e-11,6.285506e-12,2.552863e-12,3.516377e-13,1.043194e-12,2.965461e-13,-1.384914e-12,-3.189125e-13,-8.094321e-14
2000,1122,500200,4902100,1448.98,36.48,44.2168,-119.398,1.150216e-10,1.060807e-10,9.347382e-11,8.131054e-11,7.115720e-11,6.043280e-11,4.978337e-11,3.928223e-11,3.040023e-11,2.091843e-11,1.448903e-11,9.882181e-12,4.406720e-12,4.138629e-13,1.003950e-12,-1.120737e-12,1.741053e-12,2.134660e-13,-8.968248e-13,-6.966783e-13
2000,1123,500200,4902150,1446.22,33.9,44.2172,-119.398,1.314276e-10,1.233380e-10,1.073750e-10,9.316432e-11,7.955460e-11,6.614058e-11,5.996989e-11,4.427530e-11,3.524543e-11,2.372163e-11,1.465651e-11,9.464140e-12,5.558841e-12,2.132156e-12,1.675381e-13,-7.457791e-13,-1.525560e-12,-1.984780e-13,-1.460575e-12,-9.985564e-13
2000,1124,500200,4902200,1449.21,33.66,44.2176,-119.398,1.310795e-10,1.187780e-10,1.037168e-10,9.460066e-11,8.167265e-11,6.639119e-11,5.340921e-11,4.582845e-11,3.345454e-11,2.429602e-11,1.748813e-11,8.643229e-12,6.448218e-12,3.479451e-12,2.197178e-12,5.521871e-13,3.371513e-12,1.090512e-12,3.339113e-13,-8.739718e-13
2000,1125,500200,4902250,1449.81,36.43,44.218,-119.398,1.175242e-10,1.082736e-10,9.470856e-11,7.782382e-11,7.302634e-11,5.801357e-11,4.724606e-11,4.195656e-11,2.928202e-11,2.305781e-11,1.422187e-11,1.033843e-11,5.277980e-12,2.871987e-12,7.156395e-14,-3.954428e-13,1.056800e-12,1.805549e-12,4.893370e-13,-8.954076e-13
2000,1126,500200,4902300,1450.68,37.43,44.2184,-119.398,1.073015e-10,1.036651e-10,8.771215e-11,8.036348e-11,6.814806e-11,5.923008e-11,4.758511e-11,3.580627e-11,2.952760e-11,2.132144e-11,1.526026e-11,1.117270e-11,7.065381e-12,1.618534e-12,1.617877e-12,9.562077e-13,5.094524e-13,4.331764e-13,3.126206e-13,1.689500e-12
2000,1127,500200,4902350,1452.2,33.94,44.2188,-119.398,1.285380e-10,1.196409e-10,1.055434e-10,9.592924e-11,8.021842e-11,6.805111e-11,5.727365e-11,4.062224e-11,3.328685e-11,2.541019e-11,1.497420e-11,1.212095e-11,5.502420e-12,4.396312e-12,1.836745e-12,7.166466e-13,6.804293e-14,-5.887162e-13,8.471537e-14,8.993821e-13
2000,1128,500200,4902400,1449.97,34.68,44.2192,-119.398,1.196652e-10,1.165598e-10,1.044059e-10,8.844780e-11,7.456839e-11,6.599307e-11,5.608580e-11,4.490100e-11,2.937183e-11,2.313973e-11,1.420897e-11,1.011233e-11,6.355674e-12,3.755983e-12,5.039890e-13,1.319241e-12,1.490830e-12,-1.606568e-12,6.213460e-13,9.605431e-13
2000,1129,500200,4902450,1449.48,33.79,44.2196,-119.398,1.317040e-10,1.116157e-10,1.056549e-10,9.318083e-11,8.352152e-11,6.581487e-11,5.263332e-11,4.384610e-11,3.548890e-11,2.577682e-11,1.521361e-11,9.129465e-12,7.007804e-12,1.672062e-12,3.503750e-13,9.682337e-13,-1.728380e-12,1.310759e-12,6.332099e-13,9.012299e-13
2000,1130,500200,4902500,1451.12,34.84,44.22,-119.398,4.883197e-11,3.573041e-11,2.290397e-11,1.570858e-11,1.133621e-11,5.171995e-12,2.425033e-12,1.310406e-12,8.589914e-13,-1.745336e-12,1.241749e-13,-3.810949e-13,8.636963e-13,3.870921e-13,-5.859519e-13,5.960423e-13,7.255094e-13,-7.678233e-13,-4.927837e-13,-2.225295e-12
2000,1131,500200,4902550,1447.82,34.26,44.2204,-119.398,5.119483e-11,3.254412e-11,2.314035e-11,1.452325e-11,9.106829e-12,5.704252e-12,2.716939e-12,2.599390e-12,1.033117e-12,7.754516e-13,6.812043e-13,-9.907155e-13,-8.146089e-13,-2.172519e-12,5.802853e-13,-1.206410e-12,1.348054e-13,3.717479e-13,6.025831e-13,-1.203945e-12
2000,1132,500200,4902600,1449.87,36.67,44.2208,-119.398,5.124712e-11,3.243998e-11,2.184117e-11,1.390122e-11,9.956891e-12,5.098375e-12,1.783700e-12,2.521522e-12,2.222916e-12,5.292415e-13,7.303889e-13,-3.084973e-13,-7.685929e-13,1.060515e-12,4.032682e-13,4.967434e-13,1.504321e-12,-1.054131e-12,-5.517968e-13,1.580039e-13
2000,1133,500200,4902650,1448.87,35.78,44.2212,-119.398,4.879290e-11,3.298176e-11,2.318498e-11,1.377787e-11,8.613428e-12,7.058592e-12,4.147336e-12,1.584217e-12,9.996112e-13,4.973052e-13,3.591303e-13,6.354712e-13,2.617892e-12,2.268512e-13,6.779740e-13,-1.680460e-12,-4.827235e-13,1.229530e-12,4.025492e-13,-4.389045e-12
2000,1134,500200,4902700,1451.35,36.92,44.2216,-119.398,4.473572e-11,3.255626e-11,2.061908e-11,1.507046e-11,8.318685e-12,4.894669e-12,1.377903e-12,1.667360e-12,1.121214e-12,7.872836e-13,6.972226e-13,3.984990e-13,-1.842490e-13,3.235483e-13,1.017569e-12,-8.992351e-14,3.196717e-13,-1.854490e-13,-6.465353e-13,5.229492e-13
2000,1135,500200,4902750,1448.89,35.39,44.222,-119.398,4.923744e-11,3.501358e-11,2.287294e-11,1.649609e-11,8.906249e-12,5.242887e-12,2.758849e-12,1.678355e-13,8.208448e-13,1.794716e-12,9.207507e-13,1.807965e-13,-9.182332e-13,2.607353e-13,1.028620e-12,4.369206e-13,1.689591e-13,-7.962342e-13,8.674301e-13,-3.131836e-12
2000,1136,500200,4902800,1450.77,37.57,44.2224,-119.398,4.371669e-11,2.979578e-11,2.173080e-11,1.434120e-11,7.251369e-12,6.605659e-12,4.035128e-12,3.096433e-12,1.678754e-12,1.315863e-12,8.429777e-13,1.032142e-12,-1.744578e-12,-1.466253e-12,-7.205027e-13,-1.241422e-13,3.901680e-13,3.254220e-13,1.117350e-12,1.148565e-12
2000,1137,500200,4902850,1448.26,35.24,44.2228,-119.398,4.863222e-11,3.405312e-11,2.407146e-11,1.248681e-11,9.522335e-12,4.150303e-12,2.112159e-12,1.565099e-12,1.051730e-12,2.387655e-12,8.572968e-13,-7.388929e-13,-6.490925e-13,1.410660e-12,1.142279e-12,3.421467e-14,-4.403443e-13,1.125701e-12,-9.930736e-13,3.921007e-13
2000,1138,500200,4902900,1454.55,35.21,44.2232,-119.398,4.906178e-11,3.483612e-11,2.184288e-11,1.263769e-11,9.477975e-12,5.575995e-12,1.434328e-12,2.454424e-12,2.052386e-12,3.141707e-12,-7.062961e-14,-3.787089e-13,-1.025792e-12,2.448934e-13,2.177008e-13,-8.051782e-13,-1.726936e-13,-1.977931e-12,9.266143e-13,-7.706101e-13
