# mvp-tdem synthetic raw EM log v0
seq,t_rx,polarity,g00,g01,g02,g03,g04,g05,g06,g07,g08,g09,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19
137,502.74000000000001,-1,-724220.5455008148,-274641.60411995766,-103748.09585484488,-41430.412676625616,-14401.869232637406,-5433.5257861424197,-1898.2157194418567,-742.57171833507368,-292.25816685596476,-106.75291587729374,-34.243736252939236,-15.027337547020467,-5.863487354943282,-1.9694449214501548,-0.75392387731028065,-0.29994269367988047,-0.13760663077681673,-0.017891879310238373,-0.0070026019011218245,0.076046837112371451
138,502.75999999999999,1,726620.28273443331,275770.87702175666,103460.20846950542,38784.547911877395,14206.850143309091,5373.3025325967574,2059.3550687961856,751.25405927274369,284.69861036526373,105.01082241835238,38.73664877735068,14.989519352651024,5.526409360693803,2.0866070756952264,0.76785668339980317,0.34924751527966286,0.13588249207579006,0.1327146289873154,0.025013569326279236,-0.010860130395767678
139,502.77999999999997,-1,-686206.60641018371,-272088.67554752907,-105810.23463922758,-39194.06475808566,-14329.295675527046,-5168.5875557586251,-2012.9126680324844,-776.30827741018959,-285.56841529864698,-106.11887524337227,-38.477484136143602,-15.089378382005332,-5.0232656374011349,-2.158724963823266,-0.84030178206846262,-0.26425196263049322,-0.030466623098747404,-0.059898114028678583,-0.042879888909355908,0.068888323115146477
140,502.80000000000001,1,743147.45106503647,283702.6718244158,104088.3429498662,39257.515402643738,14544.13761930154,5466.4136104827612,1890.190111251879,719.62472526422198,275.71824885568412,105.13804167129669,39.987652387338812,14.96375507710898,5.7261568459268863,2.1955089510891246,0.86470468629741415,0.30697283727952701,0.11141486422954071,0.047851815527509313,0.070497251886401005,-0.020002135722637093
141,502.81999999999999,-1,-692953.44683783152,-264637.21172024542,-100708.57061439364,-38437.776019384422,-15080.455799633517,-5413.2303867316195,-1944.586736826624,-737.007186943242,-293.5340454561487,-109.18947558087315,-39.53037081752656,-14.622699033660396,-5.7668348743302174,-2.0477839618729439,-0.77030374176297456,-0.32288111659953966,-0.0986694926084805,-0.058376733738574917,-0.029862615183290479,0.010403736512213097
142,502.83999999999997,1,729647.60796948709,272700.84584687272,96496.298512670706,39088.833366316867,14735.220144182616,5731.7696226457228,1975.8596800137966,741.30790870489659,272.60676184486414,106.24857485247392,39.744303895353262,14.373915017586249,5.4782717522490998,1.9424642308135787,0.83286403282562305,0.28392164460444913,0.15691350414036487,0.094391472507435112,0.065410029717141382,0.05631447517109326
143,502.86000000000001,-1,-736979.32025270571,-269381.55323596497,-97236.894917168291,-38170.397891713306,-14889.669839327409,-5401.2857620090217,-2120.316566811649,-757.52814972066358,-302.72475094056819,-106.18893294533203,-39.553937374014019,-14.228311270536775,-5.7182594986125785,-2.0702108458671686,-0.83366946917750606,-0.32097875389863734,-0.13217476679411627,-0.044466420246825636,-0.0013929799325850599,0.0010720897243935079
144,502.88,1,763905.08698372915,272409.25491368736,102459.20184183019,37502.911516576729,14628.367146228404,5546.051990112639,2096.7590768248942,758.05536902187532,286.79651239044534,105.05596094022624,40.036322172172646,14.885693569094006,5.5052909771468501,2.1179840035401423,0.79935113186802742,0.31464351781100974,0.031253749392301834,-0.019277501517932477,0.044420488671913311,-0.11113406652093698
145,502.89999999999998,-1,-686724.41881335375,-281324.54930429044,-99570.77526902422,-39714.031196233518,-15698.809138857059,-4964.3130066515587,-2041.0173631250434,-712.60651775638212,-285.55641455228101,-104.94311004035059,-39.631371261037742,-14.373866486294332,-5.6487839444788674,-1.9638042513616436,-0.74862185597102515,-0.25647282476988575,-0.16760908284919196,-0.034201877073559137,-0.044872953206974042,0.098005041736763929
146,502.92000000000002,1,722945.2205185995,270419.69786658918,102853.1751619369,37929.783029204395,13407.963417144856,5475.0462264063381,2013.9107517467266,746.39349494844703,273.73997105121623,100.84795687090636,39.785766516998571,15.447790582351127,5.6211775292349904,1.9842081399874594,0.77972889658944344,0.21937346529972576,0.10596511229614988,0.067426799395714707,-0.042159176720167571,0.026775139733651407
147,502.94,-1,-712432.11956754595,-281418.10044861888,-95539.279403123539,-38902.908388780015,-15016.201598065756,-5557.71112378004,-2022.7673531656587,-746.66495808284083,-276.59810986267649,-104.56142756887893,-40.077420934548833,-14.427000638041026,-5.714884264200669,-2.1883915244315091,-0.74049829856797245,-0.28632801579836725,-0.12583640164482088,-0.11085209390679285,-0.030152885336689271,-0.032935551195697743
148,502.95999999999998,1,701333.77347330365,266453.26552756946,98971.513406615937,36963.730053848725,14662.218698971841,5373.9561352084602,2004.0920047307636,694.92393239750447,299.3768890902864,102.67624866310717,41.949501276319189,14.150022728833054,5.3939881566058636,1.9102896063790418,0.76344261664869939,0.35508364455239805,0.1186820230595943,0.046565526342337758,0.0046732361309302943,0.10856906985669827
149,502.98000000000002,-1,-710747.91848923813,-272130.79947623151,-101640.46050312264,-38671.059663662549,-14019.178560839491,-5397.7882043381424,-2086.3993930412421,-723.75044109878547,-272.31926838730413,-104.00765627950686,-39.021054924596598,-15.752475050999546,-5.7241936597180301,-2.2185509470756832,-0.77051896191255453,-0.32908285989311176,-0.085586431325926374,-0.020271355170548917,0.012894495380208579,0.080551736752980579
150,503,1,50813.739593625964,25083.888389657728,12184.275623294639,6211.9265247729227,3228.7686279037184,1599.2345623959363,705.93480334984019,364.08489400817098,175.59440425054007,91.979868405300707,44.407228620180064,21.339447435275822,10.652760205071232,5.1921717027525869,2.7750911478609526,1.245288951801564,0.65642914198537272,0.2903224416062215,0.22580183343444157,0.071122417285589073
151,503.01999999999998,-1,-53139.954758303407,-24679.282165001165,-12547.742554508044,-6164.8782202789444,-3053.6762042035944,-1543.0069231489683,-755.31170203655108,-359.76926374930849,-182.04530101150576,-93.434094280358281,-42.915837813954099,-21.814158108039493,-10.680746589187688,-5.274870959073386,-2.4664562199084834,-1.3382761074335006,-0.65686521150098887,-0.29434883070134488,-0.14595345809776564,-0.075038762282296528
152,503.04000000000002,1,51655.884944453443,27096.222828255446,12572.13118619944,6205.7724576762439,3050.6859937803183,1445.2753747722236,719.83268947845556,362.09702404853419,187.48604485178757,89.306718584955007,43.373551112750349,22.490658029736505,11.211564150577939,5.4346974216614123,2.5577718388257629,1.313557075280569,0.66524054272076782,0.30631190912214473,0.1685697389663694,-0.0074995476857231975
153,503.06,-1,-56632.392923893742,-25607.314861552495,-12586.226222012656,-6389.6845361079322,-3217.83552074511,-1548.7628628211446,-694.91681686592665,-374.28280435932442,-195.29192198823759,-91.034478576388011,-42.456869586853891,-21.943959736700517,-10.387514746825238,-5.4053039598096975,-2.5171957084048038,-1.3411149910123672,-0.55699430994000232,-0.3312298985877189,-0.21228629091217163,-0.079554360776543875
154,503.07999999999998,1,54548.037996375671,27204.238782163215,12607.985552625132,6150.4236348845207,2981.8911427085518,1548.813733506985,712.40170696879773,365.17331289621683,181.9157617292382,87.993115529082289,44.355451705142301,23.439575566230936,10.686787154651315,5.2049798275338368,2.7128018113322492,1.2947593076151938,0.67752694132381974,0.27980616561020433,0.23991094022446877,0.047627806701647533
155,503.10000000000002,-1,-51517.540884414659,-26324.220040550266,-12909.715076868659,-6465.3680931309855,-2989.1375706374183,-1553.2508687535612,-784.10761360875779,-365.17189917184987,-181.47071088250729,-87.993608896743055,-43.65677634743458,-22.89622126281099,-10.325087251927805,-5.1119874495453201,-2.7501363868274948,-1.3062758959960221,-0.61564121306704367,-0.32451511301177532,-0.15429061307531949,-0.1549058974182787
156,503.12,1,53626.645508491667,24724.97887970068,12241.983749948206,6385.6261247169441,3166.1691911027638,1461.5211436176346,743.41343445682116,352.75352267473562,180.34327851613298,91.682065140370383,43.493275262749542,21.508893545088981,10.400098079551938,5.1700778652968538,2.7059761140379428,1.2962359339093248,0.6064865900840708,0.37420610344115979,0.16104327468446525,0.082355729246958428
157,503.13999999999999,-1,-53509.841870189273,-26306.18683435176,-13169.40255962182,-6364.5021590860106,-3081.9387078886643,-1560.6392193324289,-740.99497205659623,-368.36791091042068,-190.64461772152382,-93.752754764841427,-44.022626423843249,-21.532147209426086,-11.242332851290296,-5.4406085293210058,-2.6416181985328939,-1.2796136497093396,-0.59823301887614844,-0.23933967098249886,-0.11441839509777646,-0.074324604274450326
158,503.16000000000003,1,50965.124918831862,25511.175853178989,12549.890534347676,6126.2983100397296,3035.1765327041398,1582.5643198173607,757.75544831154627,361.85295357564331,180.93602040010072,89.304333174148084,42.985780310838166,21.234348712815336,11.008326938381899,5.1884860061807094,2.5382422571592178,1.2777038744109199,0.55537839449616,0.23294640286384119,0.1057673271621942,0.040939234215839837
159,503.18000000000001,-1,-52151.476859216724,-26523.346850085753,-12916.77514070717,-6451.3401301410822,-3122.4908061400301,-1514.1611417665192,-767.4924522386134,-378.14688468021427,-183.44819751274355,-92.664849776227797,-40.888781832017926,-21.529761431725131,-10.567151751301537,-5.455746238898171,-2.7240620932553345,-1.2016238609845529,-0.66361738684067839,-0.32795106579644773,-0.13893034813534544,-0.05647058356605679
160,503.19999999999999,1,51799.566779976522,24360.117012950876,12806.393209403657,6165.7724721975819,3182.5269855197648,1531.3803901619492,769.10610267439381,356.84860744272078,179.28396998099555,86.046013514637565,43.112001756524968,22.60676543427634,11.221988656072698,5.1528753325176657,2.5450093464540431,1.2602032076719019,0.63532365463827045,0.29003089266837345,0.10439034051925108,0.13030519111369626
161,503.22000000000003,-1,-51336.056499657498,-26196.896393262949,-12715.971231586982,-6385.2697399705767,-2942.8065487242998,-1498.1614086776931,-741.68632163633015,-374.86074072499514,-177.88539597834463,-82.687068532209025,-42.58359652960506,-21.659972728493241,-10.675430344401157,-5.5540397131320862,-2.6444418881975928,-1.2747888694651592,-0.64179762920210359,-0.35432193573736231,-0.18085669039771515,-0.098922104449563758
162,503.24000000000001,1,50929.829578481113,24897.122036438588,12406.689755330357,6254.0007380998577,2994.1298318010963,1509.0862298550996,721.46632783798634,349.62284274609567,185.78190648023116,88.125453451729342,42.872105874668577,20.936976467257043,10.930612105300531,5.4748512862972456,2.5691992633162792,1.260137794435356,0.67746591624913166,0.37002126268660707,0.18757269486089501,0.017855339419734807
163,503.25999999999999,-1,-51191.213022590251,-25495.192815292819,-11978.973929629779,-6403.9437955714702,-2966.5326900553719,-1572.1601220999767,-783.63551545280018,-365.30779102260948,-183.70267431548729,-86.080456343255577,-44.818325729948072,-21.352581724676671,-10.313517306157882,-5.2196451210306449,-2.5805473111790511,-1.1923416477018134,-0.65018678733298074,-0.36885282517147006,-0.20925750319861294,-0.04844058073508075
164,503.27999999999997,1,52526.046840873525,23915.203189947693,13052.178534457898,6210.3103862686621,3234.9528175411056,1426.7438808559941,763.48589802954643,366.88300372129368,179.49733881899482,85.728202780764065,44.811607260447495,22.179904727150049,11.265573757718355,5.3929082277139502,2.6329003831558464,1.3113888204671118,0.64514570558468753,0.31009184334545681,0.13791985572088486,0.13745218420787444
165,503.30000000000001,-1,-50828.060865802865,-27145.616881965532,-12613.41478418374,-6581.8714421417335,-2937.8145509715828,-1528.1407624140932,-789.13989185177491,-368.34219613750582,-179.86528932175693,-86.247652596711362,-45.537674041658946,-21.202416775235278,-10.696695808835841,-5.0224637130084266,-2.792055545398278,-1.3096420928296568,-0.67757820803289259,-0.29656692281144342,-0.18690897552633345,-0.10337411448003449
166,503.31999999999999,1,53508.446190136543,25116.759278996207,12926.292190186541,6177.1122428139215,3098.6339110729477,1483.8720171470336,744.14464170361737,356.08658639828371,182.69538746880372,89.495106581498604,43.328596746539262,21.661167970033166,10.812158953788675,5.1818399735053822,2.6709158602199388,1.2131977952474586,0.70987988850419703,0.31998727152548739,0.14162935682056613,0.10525764194991186
167,503.33999999999997,-1,-47673.761787755197,-23340.377145442053,-13113.743939394612,-6481.0217721076915,-3240.1615542581308,-1503.9193847319532,-714.17409615262955,-363.31601894231164,-181.42603268521958,-86.6391307506169,-46.184524191397628,-23.178082793097591,-10.86980428171869,-5.2105327267920662,-2.4955392969986341,-1.3781668317026263,-0.61963497848022575,-0.30041400680701424,-0.1631721189977739,-0.069409220637126887
168,503.36000000000001,1,51754.885917299005,26468.703922958215,12233.212545836563,6180.0986105690181,2939.4149757407899,1547.3049588982328,740.86558331290587,358.57770819869165,181.82403165460423,86.131390339248313,42.648450788763995,20.712728570915043,10.427193086872105,5.4393210068767743,2.540758483173978,1.3470426625916456,0.61689393901285661,0.27856049843404151,0.092754862697841736,0.066466323182216194
169,503.38,-1,-52130.430754196372,-24621.587005053516,-12939.704182955258,-6272.0519473804097,-3083.9837885533921,-1569.7642270382933,-733.23285356251472,-359.97223019692927,-178.37840277485878,-88.829667855201834,-43.899334224349282,-21.078728888343598,-10.133306449940294,-5.1857214208757174,-2.6537577911887107,-1.3516188713331512,-0.66949671837965996,-0.39154397209387071,-0.10550054618395099,-0.17984996595535041
170,503.39999999999998,1,52136.570706117731,26800.975393581801,12188.673872040097,6196.2309766672779,3199.384121081071,1420.4842495416697,755.47273341732068,373.83094277056608,192.04792311134383,85.151576386307156,46.092233771437172,21.316954701666877,10.537205441292453,5.0814631627816,2.4894742008220598,1.3304010042969669,0.5455140421995256,0.25317349986772125,0.13704331203252579,0.065891859068406514
171,503.42000000000002,-1,-50868.416348411098,-25392.917113709595,-12482.484476607324,-6278.8104809669285,-3005.579963141895,-1571.4568867333512,-753.84112415241225,-359.13530415679895,-181.79213163104671,-89.714069150078174,-45.680275596541129,-21.237332404589573,-11.042359490496196,-5.2726774065238704,-2.7290514890470594,-1.358920502735143,-0.66830637997569231,-0.3216027018503595,-0.19834949271469263,-0.097417650433005681
172,503.44,1,52623.324255285181,27217.017977626969,12973.055598179702,5911.6600174434752,3306.7266213807966,1478.7813014620133,776.29096670932859,368.30980234710245,187.15619355977375,87.573864918303769,44.848388362534727,21.590700670705768,11.254882239709051,5.3497698185288858,2.6505798480593872,1.1750489131567567,0.66762305631059782,0.31464224203118857,0.11123468476025936,0.0074817830617244672
173,503.45999999999998,-1,-50961.609974249099,-25956.853142719865,-13101.328421056038,-6004.9263878513302,-3062.2947464518752,-1497.0022434927002,-751.39940162849166,-381.70584905871027,-174.1072154866267,-90.834967686811723,-45.404801748645916,-21.59509916277414,-10.688571713380853,-5.3337956956269732,-2.5998064219273451,-1.2752431207519166,-0.62215061220486878,-0.30414497595257906,-0.16491985604743911,-0.07068772788259943
174,503.48000000000002,1,51265.379085745037,27635.831195813604,12339.500958904358,6145.7428963567254,3369.5199901138053,1523.6761212891988,712.23115809867772,377.3127314933763,176.36444354513716,91.827951320185861,43.749847215492785,21.464847491161663,11.255977626156364,5.3807092261084817,2.6251730352621929,1.3771159597195493,0.61965902903967007,0.3148987800210416,0.14533778572097969,0.055833978035592383
175,503.5,-1,-54599.084238371404,-26350.369658308897,-12738.528170797697,-6441.0988637053397,-3109.3765673911744,-1513.7248335950812,-759.36715680424868,-367.41264473323054,-184.85142083975379,-90.956871922417008,-45.315633335900777,-21.619746026057474,-11.099701752572674,-5.1714354904875384,-2.5934526834326821,-1.2670022702856156,-0.57350617907248991,-0.33332431853203692,-0.13395748751084199,-0.035317765282710058
176,503.51999999999998,1,49960.24745796941,25713.975646847,12747.208422754999,6157.6245604412934,3163.0874716885892,1519.3444736735705,764.73888113416695,370.17639806079245,179.08076248765207,90.754094357353367,42.801702562962326,22.34726749639789,10.57011863686526,5.4721136413655573,2.5696173427468194,1.3217719204750324,0.57935203257794921,0.30554990298272361,0.16200552574939817,0.066778746469707773
177,503.54000000000002,-1,-51288.07516807512,-27089.181298268988,-12380.605993967049,-6337.4601507795505,-3212.5734136169845,-1574.1013054512664,-742.23640993445565,-378.45220500580325,-185.80099702613782,-88.943597492630317,-45.43193685401333,-23.176069946748903,-11.034221368789566,-5.5112918713394654,-2.6545252805819883,-1.2351353511134273,-0.66668565103786248,-0.2705851172573156,-0.16452665129849955,-0.072471673933227981
178,503.56,1,52496.349178572942,26059.33189693575,12842.489729045315,6210.0445979940005,3050.8660447240163,1516.9976847997686,750.7583465676048,367.47457693599023,185.27130240424759,85.4829905388996,43.524495819075128,21.837372311821593,10.561121768375067,5.7119110926159999,2.6232427472613362,1.3899715749423189,0.62562749472799994,0.37217907430852282,0.22149364748326453,0.033582303872204143
179,503.57999999999998,-1,-50795.032314227996,-25044.240555489094,-13035.503485294494,-6286.3764305530603,-3107.4039000811631,-1547.7819888893362,-709.82930232721355,-386.67229673692356,-181.55830736531257,-91.92596601886396,-45.400885207156144,-22.906250361246151,-10.828105303805023,-4.9473689848812965,-2.6048140354404796,-1.2994594687730625,-0.59112841017783058,-0.27293078123725412,-0.075637990126890597,-0.017288759391621552
180,503.60000000000002,1,52310.300492355906,25385.163559534118,12809.97409186295,6241.3597021404094,3204.1015425828746,1514.9869729322495,767.33674790116322,374.56370372254975,175.62730143147184,90.189257324695845,42.927029924954446,21.864217754865457,10.574735455155908,5.4459499182892124,2.4573964500262244,1.2453205984725939,0.64294950461601597,0.29325089140025218,0.1400231392248911,0.023904310780042619
181,503.62,-1,-52184.793410640777,-26432.233744131961,-12856.567193996105,-6362.9103641128395,-2967.9121060506559,-1544.8869559596567,-744.30410485486618,-370.50527881656586,-189.23014233986677,-88.375343434881913,-46.303438423204952,-22.958049784206125,-11.016387747960884,-5.1749241566084621,-2.4783329386176138,-1.4040263118332066,-0.61951100564618911,-0.28214146259038686,-0.1592250767191033,-0.089672650353672223
182,503.63999999999999,1,54069.583284695742,25380.241663461504,12825.839756877995,6408.1821645819828,3065.2499372960365,1560.7725248021795,755.06392838718898,381.12276448209298,184.47282185342488,91.437653713107125,43.646207316510349,21.480386783563898,11.189242301369982,5.511182308185596,2.5447949112834127,1.3165265416487728,0.5742667312890678,0.23560257335463616,0.19973919081090893,-0.014569997012540085
183,503.66000000000003,-1,-52333.668889171087,-26183.588142044417,-12501.331113732467,-5975.0074003561176,-3027.939432010256,-1488.2100710888942,-734.35165317668816,-383.14063227869303,-176.75364498617665,-91.17876286560687,-44.820998789072888,-22.624638644300518,-10.81249943925741,-5.6036612544286353,-2.6371093109888384,-1.2625013485784622,-0.60436181428193436,-0.25027155228534087,-0.14108147311175304,-0.061017499422117781
184,503.68000000000001,1,50228.478601126706,27246.084725428012,12894.346846821672,6280.9478457760843,3173.0543132549169,1543.9202079471738,757.8222105940448,379.9970239971376,184.17430837136791,92.262393583344704,45.550110383910798,22.072983458379326,10.760818286727106,5.5904172523654774,2.6557287833882359,1.3146788045412883,0.69505858749290406,0.34991331427213934,0.18016665077750901,0.0010921732679242378
185,503.69999999999999,-1,-51699.519657076045,-26562.165431904814,-12406.890580875051,-6098.969348567307,-3286.4364349645957,-1478.6729431617046,-777.54378587075678,-373.6913641555002,-181.12636231649756,-90.238776611302484,-42.777128442530405,-22.020459114598673,-10.519704398276668,-5.2717914699298323,-2.7679521884039038,-1.3415612269222215,-0.60179403428042955,-0.31734245795892657,-0.16973182990534963,-0.040745545181904583
186,503.72000000000003,1,52904.671291468323,24687.863659596878,12707.217838794761,6266.1440566082601,3198.0478768893386,1438.0786375375012,743.11041448085621,366.9355022873591,188.77138810684892,90.284091334412679,46.897984220595141,22.393021338123749,10.704817186999009,5.3940475169242044,2.5759416955798331,1.3716146284138453,0.58978263394492914,0.27189821941370612,0.13529488144294458,0.12488676078954748
187,503.74000000000001,-1,-51327.457685328132,-26726.325787215785,-13601.297944343531,-6363.5085483119728,-3217.3078550686841,-1569.6559191013991,-738.08815468232319,-372.65125689733492,-176.44175770104118,-89.843828615251923,-43.757074996743881,-21.687520992930427,-10.620421517244914,-5.2784273793863683,-2.6697917807443825,-1.193918452662162,-0.59295567342584188,-0.31297742304857734,-0.13161209660210077,-0.15123022612526113
188,503.75999999999999,1,51533.387260893534,25297.903891470647,12563.657086074692,6519.3871879360559,3240.0167470212664,1490.3380499732336,735.47375304887294,359.35387964082486,190.69574012323676,93.448057847719767,44.401667022787144,21.077104522605961,10.386846297394996,5.3971368807541618,2.5946236986835918,1.2381104882682938,0.53167912427473718,0.32205883284445053,0.19078870112682142,0.10649402812643954
189,503.77999999999997,-1,-50580.258094068689,-25466.672782362915,-12851.195050582261,-5938.232389226534,-3101.3043354899442,-1536.6052796774281,-745.28620262466723,-378.29447833295086,-184.64701437737389,-88.953308957942397,-41.971554290107157,-22.073037108317806,-10.51896860317472,-5.2454170274455638,-2.6651326187494604,-1.3086724696507765,-0.73106646910815443,-0.31225053493127092,-0.17424462408626573,-0.063441766122207283
190,503.80000000000001,1,51703.477618795005,24794.77660719397,12718.206453391524,6246.5425018518517,3211.5048460123185,1467.615619861524,738.72768794678666,362.24113963570773,191.42009609817353,88.125425076497592,45.296529615430117,22.655217926384609,10.795740947897341,5.1917746551741546,2.4845746723522524,1.3334355596130067,0.6455186427374755,0.31195540849795267,0.20485300077130225,0.059656365288137753
191,503.81999999999999,-1,-55757.106705794606,-26224.024218441726,-12991.627367606223,-6549.787103573598,-2991.9638439718265,-1462.4730001379614,-780.05095270609422,-375.37053150417745,-182.25761282731202,-90.409405667579449,-41.312163566421802,-21.805242145003866,-10.576844544508193,-5.4415839315932146,-2.7137746623883547,-1.3157899499729382,-0.61610018294518987,-0.33871477266585021,-0.15620252666398773,-0.12299877101594457
192,503.83999999999997,1,52381.661613356016,25564.835588153292,12777.206743916306,6458.8196532473103,3064.1540381042746,1546.0976629453778,733.37885686351547,380.88406970596691,180.24738496728685,92.771444046584904,44.671367607068454,22.954626097716229,10.430410664596284,5.1403175322677885,2.6124838405198925,1.1870045520352166,0.56752146166660766,0.21562646922832931,0.18091791938029073,0.064826078412590749
193,503.86000000000001,-1,-49759.764910235914,-25147.3044443619,-12596.566203736078,-6196.1633301613847,-3113.4777257903816,-1549.0609919079418,-802.93233051785762,-372.09296848552981,-189.62245145639739,-88.205336630052216,-42.314594625868601,-21.735654516761183,-10.256689250188188,-5.3734487953302734,-2.5771233894782983,-1.2066467742346447,-0.72857737724844596,-0.25117884589228034,-0.21730816640104902,-0.078064529243999925
194,503.88,1,51798.591474712804,24703.399384923741,12726.396187164895,6387.2163252086721,3165.4686242833991,1513.3647803048163,702.2272185114382,355.1096844843276,194.755631045933,87.425966471270655,46.466525636114255,21.364273314045608,10.774440719698259,5.44332929805456,2.5684301943278602,1.34691432946294,0.64884397049345366,0.29356676976749518,0.26624260629155244,0.019270812634750986
195,503.89999999999998,-1,-51624.511570404306,-27595.778187489861,-12273.768900941306,-6404.6075311214827,-3125.5849826795506,-1537.6884796990169,-779.53737430533033,-385.93229720904185,-180.95869797088912,-90.912885903606579,-42.079232589248136,-22.078906699982252,-10.617111868942915,-5.3250712395076318,-2.5093046623804525,-1.3381616140948722,-0.62161880482697329,-0.34036980441757553,-0.15876598350912535,-0.11035379322029422
196,503.92000000000002,1,52213.344552440889,24924.427914182743,12886.009930512955,6635.2941588737585,3058.3568491572864,1528.1617426821695,768.83134302295014,349.24792123740963,180.60166378775551,91.387901666661307,40.691030660685009,21.284415365296233,11.221331889067795,5.5647002765591482,2.7351990539599611,1.364408977884779,0.58762573183461031,0.32978690607166022,0.24430440211096155,0.04072223239818222
197,503.94,-1,-54642.710937636526,-26485.385996847086,-13730.821324671224,-6184.7624853990092,-3010.3724569709589,-1578.2477632213086,-724.80533763848086,-370.12103374569654,-183.02775305918885,-93.266012795285363,-45.408467973993119,-22.173366964868617,-10.671364518479912,-5.5361679970893451,-2.9864372609588159,-1.3055565504661537,-0.60849330026134207,-0.33445263191937635,-0.13329155463334394,-0.099194184677565939
198,503.95999999999998,1,50293.199300221742,26593.22260598014,12876.708974161198,6498.7927704362173,3052.950820343036,1486.1185050127331,782.35067074758217,355.30506730886901,190.34784303660666,93.997726204981632,45.712557335096101,21.547153784720432,10.587837924560624,5.304829529130326,2.5037547537113181,1.3088041257531318,0.66860924181709658,0.27962226435263987,0.14289541146486368,0.005288093519913644
199,503.98000000000002,-1,-53217.342191259027,-25849.287118135893,-12559.636336529215,-6624.3002497668276,-2994.9115630810802,-1554.6769267287175,-801.02712301992676,-384.30295938306421,-183.36193712643433,-87.304374928721984,-42.75213889505283,-21.711038264484539,-10.638707713073616,-5.3022191867612767,-2.6348699023448727,-1.2728019850883967,-0.69729400064561997,-0.27799041224056398,-0.15961428037476799,-0.022263359605413591
200,504,1,53100.538900374726,26591.45079899564,12265.714697819752,6491.3813737782593,3060.8847278393196,1598.9368720127809,752.26154618294095,363.90542127175286,185.92283308211921,88.916724710907289,46.773015271353444,22.244340180227752,10.90667432817389,5.5134388554018532,2.590108828383622,1.2573741827013685,0.6443596763095718,0.29139543146528701,0.16225393340026714,0.097008928461152305
201,504.01999999999998,-1,-51144.104902394567,-25512.905867441674,-13080.568380505782,-6678.392622935924,-3152.3008782210991,-1520.7805395267246,-765.48074113189296,-363.68273272678192,-192.83004302527658,-91.998902350293463,-44.16886918771317,-22.133085934603518,-10.902965449341563,-5.6455847795757892,-2.6985378141268641,-1.3083402950711833,-0.61832245813567388,-0.29953993147104285,-0.18853104751481822,-0.095528967766207076
202,504.04000000000002,1,52677.87182759909,26006.173554089102,12856.167087700231,6534.9587490121548,3217.1191516136973,1493.2454353215828,777.72268386736539,369.20270916664288,188.16865839064141,90.877921942406559,47.175003724081499,21.985186064828369,10.985496859658337,5.4799345035191367,2.6163920536561611,1.3323690918997699,0.54144829236566883,0.39954063500190556,0.1778329011469667,0.10966470568773397
203,504.06,-1,-50067.734267063141,-26833.456230707354,-12706.660100294026,-6500.4169295419206,-3117.2887766310691,-1550.795273847076,-742.5956559027386,-386.28084976065884,-178.95262778802336,-97.606324884329439,-48.113574682994752,-23.260402750672874,-11.348257482010441,-5.2930654227484606,-2.6688605891699706,-1.3868152916459915,-0.70609510434708778,-0.33816327878440366,-0.1284694510607968,-0.065201397795523558
204,504.07999999999998,1,52200.665355231569,26488.605457944221,12920.976140468352,6286.8738694163339,3088.4856531560808,1553.3563347231945,738.0821305048064,381.66386684403136,182.90183872420582,91.799039311716314,46.875475786773727,22.133193540654272,11.246905452760073,5.0881416816995406,2.6505378056783888,1.2681746973403876,0.71863795272594766,0.28095469108507748,0.20593433143177248,0.06471566274001983
205,504.10000000000002,-1,-53304.492868432455,-26888.109812727766,-12968.55075251671,-6076.8445321227537,-3232.9951004637001,-1535.7886256615132,-778.32038620372941,-384.38273412850504,-181.22395042417821,-88.941833501309162,-45.952364096515694,-22.05856724892616,-11.300038342299933,-5.3315563150292524,-2.7901506871326114,-1.3280795798000959,-0.6130097956965429,-0.37237106609607462,-0.22026174803743431,-0.091665040433141498
206,504.12,1,54239.615460775924,27402.412979997724,13208.198637124147,6141.2584108811661,3327.1817856571283,1589.0327972009388,748.66569434002645,364.95651910174007,188.4314910655481,90.704254794081635,45.43105776220083,22.729251162943015,10.860233562697191,5.1719397810091179,2.6993590252809669,1.2845594325666634,0.6557172357177925,0.3151131195200404,0.2043934743868227,0.083035040009101141
207,504.13999999999999,-1,-52831.779974025514,-26024.813211228437,-12666.428383137672,-6047.3407366249648,-3163.8712162942788,-1634.6561072241393,-770.74792466110273,-384.30861368972859,-183.2979819915937,-90.708863044243756,-46.301093840993815,-23.564498253560693,-11.453974971505195,-5.5546360319713255,-2.6474214991768554,-1.284838707556224,-0.63387309669437453,-0.28740929209866933,-0.21751692287622607,-0.064308486560655465
208,504.16000000000003,1,56956.366609995428,26147.486813740408,13141.671252799148,6520.0432169515971,3206.8236036780609,1553.1500686818638,764.77063054794007,377.7667935026434,182.30851394585068,92.337548050483761,47.834003681067188,23.026854072281207,11.039893364725373,5.5882609026174626,2.6440249545285379,1.2859498314825271,0.67621529779050293,0.2833737777844515,0.11647249520673658,0.081891101426068452
